id	cargahorariapratica	cargahorariateorica	ementa	nome	curso_id	bibliografiabasica	bibliografiacomplementar	objetivogeral
103	0	32	Conceitos de ética e critérios para tomadas de decisões éticas. Códigos de ética profissional. Computadores: campos de aplicação. Aspectos sociais e econômicos de sua utilização. Aspectos estratégicos do controle de tecnologia. Estudos de casos.	ÉTICA, COMPUTADOR E SOCIEDADE	4	MASIERO, P. C - Ética em Computação, Editora da USP, 2000. - JUNIOR ARAUJO, Marco Antônio. Ética Profissional - Atualizada com o julgamento da ADIN 1.127/DF. São Paulo: Premier, 2008  - MARCHIONNI, Antônio. Ética A arte do Bom. Ed Vozes, 2008.	NALINI, José Renato. Ética Geral e Profissional. 5. ed., São Paulo: RT, 2006.	A DEFINIR
104	0	64	Contabilidade: Conceito, objeto, objetivo, campo de aplicação, usuários e finalidades, técnicas contábeis e evolução contábil. Patrimônio: Ativo, Passivo, Situação Líquida, Receitas e Despesas. Demonstrações Contábeis: relatórios obrigatórios e não obrigatórios; estrutura e interpretação. Processo de contabilização e escrituração: livros contábeis, lançamentos, operações comerciais e inventários. Princípios contábeis: abordagem inicial. A contabilidade na tomada de decisões.	FUNDAMENTOS DE CONTABILIDADE	4	MARION, José Carlos. Contabilidade empresarial.12ª ed. Atlas. São Paulo, 2006.  - PADOVEZE, Clóvis Luís. Manual de contabilidade básica. 5ª ed. Atlas. São Paulo, 2004. Livro texto. - FRANCO, Hilário. Contabilidade geral. 13ª ed. Atlas. São Paulo, 1996.	FIPECAFI. Manual das sociedades por ações. 7ª ed. Atlas. São Paulo, 2006. - IUDÍCIBUS, Sérgio de; MARION, José Carlos. Contabilidade comercial. 6ª ed. Atlas. São Paulo, 2004. Livro texto - PADOVEZE, Clóvis Luís. Contabilidade gerencial: um enfoque em sistema de informação contábil. 5ª ed. Atlas. São Paulo, 2007. Livro texto/exercícios - SILVA, César Augusto Tibúrcio; TRISTÃO, Gilberto. Contabilidade básica. 3ª ed. Atlas. São Paulo, 2008.	A DEFINIR
105	16	48	Definição de Gerenciamento de Projetos. O Ciclo de Vida de um Projeto. As Fases do Ciclo de Vida do Projeto. Desempenho, Custo e Tempo em Projetos. Principais Áreas do Gerenciamento de Projetos. Preparando a Organização para Projetos. O Gerente de Projetos e suas Interfaces. Fluxograma do Projeto. Ferramentas Computacionais de Gerenciamento de Projetos.	GERÊNCIA DE PROJETOS I	4	MULCAHY, Rita. PM Crash Course: A Crash Course in Real-World Project Management, RMC Publications, 2006. - LARMAN, Craig. Agile and Iterative Development: A Manager’s Guide, Addison-Wesley, 2003. - ROTHMAN, Johanna. Manage It!: Your Guide to Modern, Pragmatic Project Management, Pragmatic Bookshelf, 2007.	NEILL, C. J; LAPLANTE, P. A. Requirements Engineering for Software and Systems. Auerbach Publications, 2009. - FAIRLEY, R. E. Managing and Leading Software Projects. Wiley- IEEE Computer Society Press, 2009.	A DEFINIR
106	32	32	Gerência de escopo (planejamento, definição, WBS, verificação e controle de escopo). Gerência de tempo (definição de atividades, sequenciamento de atividades, estimativa de recursos, estimativa de duração, desenvolvimento de cronograma e controle de cronograma). Gerência de custos (estimativas, orçamento e controle). Gerência de qualidade (planejamento, garantia da qualidade e controle de qualidade). Gerência de recursos humanos (planejamento, adquirir equipe de projeto, desenvolver a equipe de projeto e gerenciar a equipe de projeto). Gerência de comunicação (planejamento, distribuição da informação, relato de desempenho e gerenciar interessados). Gerência de riscos (planejamento, identificação de riscos, análise qualitativa e quantitativa de riscos, planejamento de resposta a riscos, controle e monitoramento de riscos). Gerência de aquisições (planejamento, planejamento de contratos, requisitar respostas de fornecedores, selecion - ar fornecedores, administração de contratos e fechamento de contrato. Gerência de integração (desenvolver carta de projeto, desenvolver escopo preliminar, desenvolver plano de gerência de projeto, dirigir e gerenciar a execução de projetos, monitorar e controlar atividades de projeto, controle de mudanças e fechamento do projeto). Estabelecer relações com o MPS.BR. Gerência de aquisições deve ser observada da perspectiva do Guia de Aquisições de Software e Serviços Correlatos (MPS.BR).	GERÊNCIA DE PROJETOS II	4	NEILL, C. J; LAPLANTE, P. A. Requirements Engineering for Software and Systems. Auerbach Publications, 2009. - FAIRLEY, R. E. Managing and Leading Software Projects. Wiley-IEEE Computer Society Press, 2009. - McCONNELL, Steve. Software Estimation: Demystifying the Black Art, Microsoft Press, 2006.	HIGHSMITH, Jim. Agile Project Management: Creating Innovative Products, Addison-Wesley, 2004. - RICHARDSON, Jared and GWALTNEY, William. Ship It!: A Practical Guide to Successful Software Projects.Pragmatic Bookshel, 2005.	A DEFINIR
107	0	64	Áreas estratégias para Gestão de TI. Alinhamento de Estratégias de TI e do Negócio. Critérios para controle da Informação. Processos de Gestão de TI. Tipos de recursos em TI. Modelos de Gestão de TI. Controle de Processos de TI. Indicadores e métricas para gestão de TI. Maturidade e capacitação de processos de TI. Planejamento e organização da área de TI. Aquisição e Implementação de serviços de TI. Entrega e suporte a serviços de TI. Monitoramento e avaliação de resultados de TI.	GESTÃO EM TECNOLOGIA DA INFORMAÇÃO	4	MAGALHÃES, Ivan e PINHEIRO. Walfrido. Gerenciamento de Serviços de TI na Prática – Uma abordagem com base na ITIL. Novatec Editora, 2007. - COBIT V. 4.1 - ISBN 1-933284-72-2 - IT Governance Institute, 2007. - ITIL V.3 - The Introduction to the ITIL Service Lifecycle. ISBN - 9780113310616 - Office of Government Commerce, 2007.	VIEIRA, Marconi. Gerenciamento de Projetos de Tecnologia da Informação. Editora Campus, 2003.	A DEFINIR
108	64	0	Lógica de programação; constantes; tipos de dados primitivos; variáveis; atribuição; expressões aritméticas e lógicas; estruturas de decisão; estruturas de controle; estruturas de dados homogêneas e heterogêneas: vetores (arrays) e matrizes. Desenvolvimento de algoritmos.Transcrição de algoritmos para uma linguagem de programação. Desenvolvimento de pequenos programas.	INTRODUÇÃO À PROGRAMAÇÃO	4	SCHILDT, Herbert. C - Completo e Total, Editora Makron Books, 3a edição. 2002. - LOPES, Anita e GARCIA Guto, Introdução à Programação – 500 Algoritmos Resolvidos, Editora Campus, 2002. - FORBELLONE, A.L.V. e EBERSPACHER, H.F., Lógica de Programação - A construção de algoritmos e estruturas de dados, 3a ed., Prentice Hall, São Paulo, 2005.	DEITEL, H.M. e DEITEL, P.J., Java – Como Programar, 6a ed., Pearson Education, 2005. - MANZANO; N. G. José Augusto. e OLIVEIRA, J. F., Algoritmos – Lógica para Desenvolvimento de Programação de Computadores, Editora Érica, São Paulo, 2000. - SALVETTI, D.D. e BARBOSA, L.M., Algoritmos, Makron Books, São Paulo, 1998. - SALIBA, W.L.C., Técnicas de Programação - Uma abordagem estruturada, Makron Books, São Paulo, 1993. - F A R R E R , H . e o u t r o s , Programação Estruturada de Computadores - Algoritmos Estruturados, 3a ed., LTC, RJ, 1989. - C A M A R Ã O , C . e F I G U E I R E D O , L . , Programação de Computadores em Java, LTC Editora, Rio de Janeiro, 2003. - PUGA, S. e RISSETTI, G., Lógica de Programação e Estruturas de Dados com Aplicações em Java, Makron Books, São Paulo, 2004. - FURGERI, S., Java 2 – Ensino Didático – Desenvolvendo e Implemantando Aplicações, 4a ed., São Paulo, 2002. - CORMEN T. H. et al., Algoritmos- Teoria e Prática, 2a Edição, Editora Campus 2002. - MANBER, Udi., Introduction to Algorithms: A Creative Approach, Pearson Education, 1989.	A DEFINIR
109	0	64	Projeto Pedagógico do curso de Sistemas de Informação. Características do profissional de sistemas de informação e carreiras de sistemas de informação. Conceituação de computador, informática e software. Histórico da computação e de sistemas de informação. Conceitos, objetivos, tipos, funções, organização e componentes dos sistemas de informação. Sistemas de informação empresariais, empresa digital, tipos de sistemas de informação empresariais. Infra-estrutura de tecnologia de informação: hardware e software, bancos de dados, telecomunicações, Internet e redes. Aplicações de sistemas de informação: sistemas integrados, comércio eletrônico, gestão do conhecimento e sistemas de apoio à decisão. Desenvolvimento e gerenciamento de sistemas de informação. Aspectos de segurança, éticos e sociais.	INTRODUÇÃO A SISTEMAS DE INFORMAÇÕES	4	LAUDON, Kenneth C.; LAUDON, Jane P. , Sistemas de Informação Gerenciais, 7a. Edição, Prentice Hall Brasil, 2007. - AUDY, J. L. N.; ANDRADE, G. K.; CIDRAL, A. Fundamento de Sistemas de Informação. Porto alegre: Bookman, 2005. - O’BRIEN, James, Sistemas de Informação, 2a. Edição, Editora Saraiva, 2006.	TAIR, R. M. Princípios de Sistemas de Informações. São Paulo : LTC, 1998.	A DEFINIR
110	32	32	Fatores humanos em software interativo: teoria, princípios e regras básicas. Estilos interativos: linguagens de comandos, manipulação direta. Dispositivos de interação. Padrões para interface. Usabilidade: definição e métodos para avaliação.	INTERAÇÃO HOMEM-COMPUTADOR	4	SHNEIDERMAN, Ben  and PLAISANT, Catherine. Designing the User Interface –Strategies for  Effective Human-Computer Interaction. Addison Wesley, Quarta Edição, 2004. - COOPER, Alan. About Face: the essentials of user interface design. . IDG Books, 1995.  - ACM Interactions magazine. http://www.acm.org/interactions/ 	LEN BASS, Joëlle Coutaz. Developing Software for the User Interface. Addison Wesley,1991.  - MAYHEW, Deborah. Principles and Guidelines in Software User Interface Design.  Prentice Hall, 1992. - NORMAN, Donald A. The Design of Everyday Things.  Basic Books, 2002. - SOMMERVILLE, Ian.  Engenharia de Software. Capítulo 15 – Projeto de Interface com o usuário. Addison-Wesley, Sexta Edição, 2003. - PRESSMAN, Roger S. Engenharia de Software. Capítulo 12 – Projeto de Interface com o usuário. McGraw-Hill, Sexta Edição, 2006. Ergolist. http://www.labiutil.inf.ufsc.br/ergolist/index.html. Laboratório de Utilizabilidade, UFSC.	A DEFINIR
111	0	64	Lógica Proposicional. Proposições e conectivos. Operações Lógicas sobre proposições. Construção de tabelas-verdade. Tautologias, contradições e contingências. Implicação Lógica. Equivalência Lógica. Álgebra das proposições. Métodos para determinação da validade de fórmulas da Lógica Proposicional. Demonstração condicional e demonstração indireta. Lógica de Predicados.	LÓGICA	4	SOUZA, João Nunes de. Lógica para Ciência da Computação. Editora Campus 2002. - Alencar Filho, Edgard de, Iniciação à Lógica Matemática. Ed. Nobel 2002. - MENDELSON, E. Introduction to Mathematical Logic. Lewis Publishers, Inc. 1997. - Enderton, H. A Mathematical Introduction to Logic. Academic Press 2000	DAGHLIAN, Jacob, Lógica e Álgebra de Boole. – 4a edição, Atlas, S. A . São Paulo, 1995.	A DEFINIR
112	0	64	Princípios dos números naturais, inteiros, racionais e reais. Conjuntos: interseção, união, complemento, produto. Figuras de Venn. Noção de relação e de função. Classificação de funções. Técnicas de demonstração. Recursão e Relação de Recorrência. Matrizes. Sistema de equações lineares e solução. Grafos e dígrafos.	MATEMÁTICA DISCRETA	4	GERSTING, Judith L., Fundamentos Matemáticos para a Ciência da Computação. 3a. edição, Editora LTC. - SCHEINERMAN, E. . Matematica Discreta, Thomson Pioneira, 2003. - ROSEN, K. Discrete Mathematics and its Applications. McGraw- Hill Science/Engineering/Math; 5th edition., 2002.	TREMBLEY and Manohar. Discrete Mathematical Structures with Applications to Computer Science. McGraw-Hill. - CORMEN T. H. et al., Algoritmos - Teoria e Prática, 2a Edição, Editora Campus 2002.	A DEFINIR
113	0	64	Juros e capitalização simples. Capitalização composta. Desconto e taxas de desconto. - Séries de pagamento. Métodos de avaliação de fluxos de caixa. Taxas de juros. Sistemas de amortização. Operações realizadas no sistema financeiro brasileiro	MATEMÁTICA FINANCEIRA	4	VIEIRA SOBRIHO, J. Dutra. Matemática financeira 6ª ed. São Paulo: Atlas, 1997. (livro texto) - PUCCINI, A. L. e PUCCINI, A. Matemática financeira: objetiva e aplicada (Edição compacta). Editora Saraiva, 2006. - ASSAF, A. N. Matemática Financeira e suas aplicações. Editora Atlas	PADOVEZE,  Clovis  Luiz.  Análise  das  Demonstrações Financeiras. Editora Thomson Heinle, 2007.	A DEFINIR
114	0	64	Gestão estratégica: conceitos, requisitos, vantagens e processo; Definição das filosofias, políticas e diretrizes superiores. Definição de objetivos, estratégia, e tomada de decisão. Fatores Críticos de Sucesso. Análise do ambiente interno e externo da organização. Análise de recursos, requisitos, cenários e tendências. Processo de elaboração e implementação do planejamento estratégico. Planejamento estratégico versus análise competitiva. Estruturas e modelos para formulação de estratégias. Estratégias competitivas modernas. BSC (Balanced Scorecard) como instrumento de gestão estratégica. Mapeamentos de estratégias para ações. Indicadores de Desempenho.	PLANEJAMENTO ESTRATÉGICO	4	FERNANDES, Bruno H. R; BERTON, Luiz H. Administração Estratégica: da competência empreendedora à avaliação de desempenho. São Paulo: Saraiva, 2005. - BETHLEM, Agrícola. Estratégia Empresarial: conceitos, processo e administração estratégica. 5 ed. São Paulo: Atlas, 2004. - COSTA, E. Gestão Estratégica. São Paulo: Saraiva, 2004.	HITT, Michael A; IRELAND, R. D; HOSKISSON, Robert E. Administração Estratégica. São Paulo: Pioneira THOMSON, 2003. - KAPLAN, R. S. Alinhamento: utilizando o BSC para criar sinergias corporativas. Rio de Janeiro:Elsevier, 2006. - PORTER, Michael E. Estratégia Competitiva: técnicas para análise de indústrias e da concorrência. Rio de Janeiro:Elsevier, 2004.	A DEFINIR
115	32	32	Estudo dos conceitos da linguagens de programaçao imperativa e de seus paradigmas. Ambiente integrado de desenvolvimento (edição, compilação, depuração, empacotamento e distribuição). Estrutura de dados homogêneas e heterogêneas na programação imperativa. Alocação estática e dinâmica.. Modularização (passagem de parâmetros, procedimentos e funções recursivas e não recursivas). Manipulação de Arquivos. Estudos de caso de aplicações desenvolvidas com a programação imperativa.	PROGRAMAÇÃO IMPERATIVA	4	ASCENCIO, Ana Fernanda Gomes / CAMPOS, Edilene Aparecida Veneruchi De. Fundamentos da Programação de Computadores. Editora: - Longman do Brasil, 2007. - SCHILDT, Herbert. C - Completo e Total, Editora Makron Books, 3a edição. 2002. - DEITEL, H. M., Java Como Programar, Pearson Prentice Hall Brasil, 6a. Edição, 2005.	LOPES, Anita e GARCIA Guto, Introdução à Programação – 500 Algoritmos Resolvidos, Editora Campus, 2002.	A DEFINIR
116	64	32	Paradigma de orientação a objetos. Linguagens orientadas a objetos. Abstração e tipos abstratos. Classes, métodos, encapsulamento, interface. Mensagens, instâncias e inicialização. Herança e composição. A combinação de herança e composição. Polimorfismo: variáveis polimórficas, sobrecarga, construtores. Ambiente integrado de desenvolvimento (IDE): conceituação e utilização. Implementação de programas em Java. Introdução a objetos em Java: encapsulamento, classes, métodos, objetos, mensagens, construtores, composição, herança, polimorfismo. Estudos de caso de aplicações desenvolvidas com a linguagem de programação Java.	PROGRAMAÇÃO ORIENTADA A OBJETOS	4	DEITEL, H. M., Java Como Programar, Pearson Prentice Hall Brasil, 6a. edição, 2005. - HORSTMANN, C. S. Core Java – Volume I – Fundamentals, Prentice Hall. 8a. edição, 2007. - SPEEGLE, G. D. JDBC : Practical Guide for Java Programmers. Morgan Kaufmann Publishers, 2002.	HORSTMANN, C. S. Core Java – Volume I – Fundamentals, Prentice Hall. 8a. edição, 2007. - HORSTMANN, C. S. Core Java – Volume II – Advanced Features, Prentice Hall, 8a. Edição, 2008.	A DEFINIR
117	80	16	Paradigma e padrões de desenvolvimento de aplicações para a Web. Interface gráfica do usuário (GUI - Graphical User Interface) em ambiente Web. Plataforma Java para desenvolvimento de aplicações para a Web. Visão geral e Arquitetura de Servlets. Linguagem para conteúdo web dinâmico na arquitetura Java (JSP – Java Server Pages). Tratamento de Eventos em Java no ambiente Web. Acesso a Banco de dados em ambiente WEB (JDBC - Java Database Connectivity). Estudos de caso de aplicações desenvolvidas com a linguagem Java para web.	PROGRAMAÇÃO PARA WEB	4	GONÇALVES, E. Desenvolvendo aplicações Web com NetBeans IDE 6. Ciência Moderna. Rio de Janeiro-RJ, 2008. - DEITEL, H. M., Java Como Programar, Bookman Companhia Ed., 6a. Edição, 2005 - KURNIAWAN, B. Java para a Web com Servlets, JSP e EJB. Ciência Moderna, Rio de Janeiro-RJ, 2002.	SPEEGLE, G. D. JDBC : Practical Guide for Java Programmers. Morgan Kaufmann Publishers, 2002. - MUKHAR K., TODD L., CARNELL J. Beginning Java databases. Wrox Press, Birmingham, UK, 2001. - HALL, M. Core Web Programming. Prentice Hall, 1997.	A DEFINIR
118	0	64	Definição de projeto. Questões fundamentais (persistência dos dados, exceções e outras). Contexto de projeto em vários modelos de desenvolvimento de software (ciclos de vida). Princípios de projeto (encapsulamento de informações, coesão e acoplamento). Interação entre projeto e requisitos. Atributos qualitativos em um projeto (confiabilidade, usabilidade, manutenibilidade, testabilidade, desempenho, segurança, tolerância a falhas e outros). Compromissos (custo-benefício). Relação entre arquitetura de software e projeto de software. Projeto orientado a objetos. Projeto funcional. Noção de projeto baseado em estrutura de dados e projeto orientado a aspectos. Projeto orientado por responsabilidade. Projeto por contratos. Métodos de projeto de software. Padrões de projeto. Reutilização. Projeto de componentes. Projeto de interfaces entre componentes e sistemas. Notações de projeto. Ferramentas de suporte a projeto (análise estática, ava - liação dinâmica e outras). Medidas de atributos de projeto (acoplamento, coesão e outras). Métricas de projeto (principais métricas, interpretação).	PROJETO DE SOFTWARE	4	Evans, Eric. Domain-Driven Design: Tackling Complexity in the Heart of Software. Addison-Wesley, 2003. - MANOLESCU, Dragos et al. Pattern Languages of Program Design 5, Addison-Wesley, 2006. - BUDGEN, David. Software Design, 2nd ediciton, Addison-Wesley, 2003.	SOMMERVILLE, Ian. Engenharia de Software. AddisonWesley. 2003.	A DEFINIR
119	0	64	Visão geral de qualidade. Processo de software. Produto de Software. Qualidade de produto de software. Avaliação de qualidade de produto de software. Norma ISO 9126 para qualidade de produto. Avaliação de qualidade de processo de software. Melhoria de processo de software. Modelos Capability Maturity Model (CMM), Software Process Improvement and Capability Determination (SPICE) e Melhoria de Processo de Software Brasileiro (MPS.Br) para avaliação e melhoria de processo de software. Norma ISO 9000-3 - Diretrizes para Aplicação da ISO 9001 ao Desenvolvimento, Fornecimento e Manutenção de Software . Planejamento para melhoria de processo de software: gerenciamento de configuração, garantia de qualidade, planejamento e acompanhamento de projetos, gerenciamento de requisitos, gerenciamento de subcontratados.	QUALIDADE DE SOFTWARE	4	ROCHA, A. R. C.; MALDONADO, J. C.; WEBER, K. C. Qualidade de Software - Teoria e Prática. Prentice Hall, São Paulo/SP, 2001. - HUMPHREY, W.S. - Managing the Software Process - Addison Wesley, 1989. - PAULK, M.C.;CURTIS, B.;CHRISSIS, M,B.; WEBER, C. V., Capability Maturity IEEE Standard for Software Project Management Plans, IEEE Software Engineering Standards Collection, primavera, 1991.	CHRISSIS, M. B.; KONRAD, M.; SHRUM, S. CMMI: Guidelines for Process Integration and Product Improvement. Addison-Wesley Professional. 2 ed. 2006. - KAN, S. H. Metrics and Models in Software Quality Engineering. Addison-Wesley Professional. 2 ed, 2002. - FUTRELL, R. T.; SHAFER, D. F.; SHAFER, L. I.. Quality Software Project Management. Prentice Hall PTR. 2002. - GALIN, D. Software Quality Assurance: From Theory to Implementation. Addison Wesley. 2003. - LOON, H. van. Process Assessment and Improvement: A Practical Guide for Managers, Quality Professionals and Assessors. Springer; 1 ed. 2004. - LOON, H. van. Process Assessment and ISO/IEC 15504: A Reference Book – Book 2. Springer; 2 ed. 2007.	A DEFINIR
120	16	48	Fundamentos: arquitetura de redes de computadores e modelos de referência (OSI e TCP/IP); serviços e protocolos de comunicação; desempenho de redes de computadores (atraso, perda e largura de banda); arquitetura geral da Internet. Camada de Aplicações: interface de programação de aplicações; prática de programação de aplicações em rede; a Web e o protocolo HTTP; serviço de transferência de arquivos (FTP); correio eletrônico (SMTP e protocolos de acesso ao correio); serviço de nomes (DNS); aplicações e redes peer-to-peer (P2P) e redes sobrepostas (overlay networks). Camada de Transporte: tipos de serviço da camada de transporte; multiplexação e demultiplexação; transporte orientado a conexões; transferência confiável de dados; controle de congestionamento; protocolos de transporte da Internet (UDP e TCP). Camada de Rede: comutação de pacotes; redes de datagramas e de circuitos virtuais; princípios de roteamento unicast e multica - st; interconexão de redes; o protocolo IP. Camada de Enlace: enquadramento de dados; detecção e correção de erros; protocolos de acesso múltiplo; endereçamento na camada de enlace; redes Ethernet; comutadores e interconexão de redes; protocolo ponto-a-ponto (PPP); virtualização de enlaces (ATM e MPLS). Tópicos avançados: redes sem fio; redes e aplicações multimídia; segurança em redes; gerenciamento de redes.	REDES DE COMPUTADORES	4	KUROSE, J.F. e ROSS, K.W. Redes de Computadores e a Internet – Uma abordagem top-down. 3a. ed. Pearson/Addison-Wesley, São Paulo, 2005. - PETERSON, L.L. e DAVIE, B.S. Redes de Computadores – Uma abordagem de sistemas. 3a. ed. Ed. Campus/Elsevier, Rio de Janeiro, 2004. - TANENBAUM, A.S. Redes de Computadores. 4a. ed. Ed. Campus, Rio de Janeiro, 2003.	KIZZA, J. Computer Network Security. Springer, 2005.	A DEFINIR
121	32	32	Introdução a Segurança; Ameaças e Ataques; Estratégias de ataques e defesas; Vulnerabilidades em softwares, serviços e protocolos; Segurança nos serviços Internet; Técnicas de varredura; Técnicas de análise de vulnerabilidade; NAT; PROXY; Relacionamento das Aplicações com os Mecanismos de Segurança; Tipos e Arquitetura de Proteção; Firewalls; Políticas de Segurança, Criptografia; Normas de segurança; Gestão de riscos de Segurança; Conceitos de auditoria. Auditoria de sistemas e a área de SI. Avaliação de integridade e segurança de dados, de efetividade e de eficiência. Softwares de auditoria.	SEGURANÇA EM SISTEMAS DE INFORMAÇÃO	4	KIZZA, J. Computer Network Security. Springer, 2005. - ONOME, Joshua. Auditoria de Sistemas de Informações, 2ª Edição, Atlas, 2008. - STALLINGS, W. Cryptography and Network Security. Prentice Hall, 2006. 	McCLURE, S. Hacking Exposed, Mcgraw-Hill Osborne Media, 2005.	A DEFINIR
122	32	64	Conceitos de Hardware e Software ; Tipos de Sistemas Operacionais; Sistemas Multiprogramáveis; Estrutura do Sistema Operacional; Processo; Comunicação entre processos; Gerência do Processador; Gerência de Memória ; Gerência de Dispositivos; Sistemas de Arquivos; Estudos de casos de sistemas operacionais atuais.	SISTEMAS OPERACIONAIS	4	TOSCANI, S. S.; CARISSIMI, A. da S.; OLIVEIRA, R. S. de. Sistemas Operacionais: Série Livros Didáticos Instituto de Informática da UFRGS. 2 ed. Porto Alegre: Sagra Luzzatto, 2001. - TANEMBAUM, A. S. Sistemas Operacionais Modernos. 2 ed. São Paulo: Ed. Prentice Hall, 2003. ISBN 85-87918-57-5. - NEMETH E.; SNYDER, G.; HEIN, TRENT R. Manual Completo do Linux, Guia do Administrador. 2. Ed. São Paulo : Pearson-Prentice Hall, 2007. ISBN 978-85-7605-112-1.	OLIVEIRA, R. S., CARISSIMI, A. S., TOSCANI, S. S. Sistemas Operacionais. Porto Alegre : Instituto de Informática da UFRGS: Editora Sagra Luzzatto, 2004.	A DEFINIR
123	0	64	Evolução do pensamento administrativo – as escolas de administração. A natureza da ação administrativa. Processos administrativos – planejamento, organização, direção e controle. Tendências da administração.	TEORIA GERAL DA ADMINISTRAÇÃO	4	LACAVA KWASNICKA, Eunice. Introdução à Administração. 6.ed. São Paulo: Atlas, 2007. - LACOMBE, Francisco; HEILBORN, Gilberto. Administração: princípios e tendências. São Paulo: Saraiva, 2003 - ROBBINS, Stephen P. Administração: mudanças e perspectivas. São Paulo: Saraiva, 2001 - STONER, J.A F., FREEMAN, R.E. Administração.5ª ed. Rio de Janeiro : LTC, 2002.	BERNARDES, C.; MARCONDES, R.C. Teoria Geral da Administração: gerenciando organizações. São Paulo: Saraiva, 2003. - CERTO, Samuel C. Administração Moderna. São Paulo: Prentice Hall, 2003. - CHIAVENATO, Idalberto. Administração nos novos tempos. Rio de Janeiro: Campus, 2004. - MAXIMIANO, Antonio C. Teoria Geral da Administração. São Paulo: Atlas, 1999.	A DEFINIR
124	32	32	Abordagens de conteúdos ou temas relacionados à área computacional. A ementa e o plano de ensino serão definidos e aprovados de acordo com os conteúdos e temas propostos.	TÓPICOS III	4	A DEFINIR	A DEFINIR	A DEFINIR
125	32	32	Abordagens de conteúdos ou temas relacionados à área computacional. A ementa e o plano de ensino serão definidos e aprovados de acordo com os conteúdos e temas propostos.	TÓPICOS II	4	A DEFINIR	A DEFINIR	A DEFINIR
126	32	32	Abordagens de conteúdos ou temas relacionados à área computacional. A ementa e o plano de ensino serão definidos e aprovados de acordo com os conteúdos e temas propostos.	TÓPICOS I	4	A DEFINIR	A DEFINIR	A DEFINIR
127	32	32	Conceitos básicos sobre manutenção de software. Manutenabilidade. Processos de Manutenção. Gestão da manutenção de software (processo, planejamento, gestão de configuração, gestão de riscos). Teste de software e teste de regressão. Compreensão de programas. Engenharia reversa. Reengenharia. Ferramentas aplicadas à manutenção.	MANUTENÇÃO DE SOFTWARE	4	GLASS, Robert L. Software maintenance guidebooks. Englewood Cliffs : Prentice-Hall, 1981. - GRUBB, P., TAKANG, A. A., Software Maintenance: Concepts and Practice, World Scientific Publishing Company; 2ed., 2003.	McCONNELL, Steve. Code Complete: A Practical Handbook of Software Construction. Microsoft Press; 2ed., 2004.	A DEFINIR
128	0	64	O Direito como ciência, valor, poder, norma e fato social. Capacidade das pessoas, Noção de Direito das Obrigações, Regras gerais dos Contratos. Direito autoral e legislação de proteção ao software.	DIREITO	4	PALAIA, Nelson -Noções Essenciais de Direito, 3a Edição, 2005 Editora Saraiva - MARTINS, Sérgio Pinto. Instituições de Direito Público e Privado, 6o Edição, 2006 Editora Atlas - PAESANI, Liliana Minardi. Direito e Internet, 3a Edição, 2006 Editora Atlas.	RODRIGUES, Silvio - Direito Civil vol. I a VII, 2002, Editora Atlas - CORRÊA, Gustavo Testa - Aspectos Jurídicos da Internet, 2000, Editora Saraiva. - Lei 8.078/1990 - Código de Proteção e Defesa do Consumidor.	A DEFINIR
129	0	64	Um resgate conceitual e histórico dos modelos de gestão de pessoas. Os processos na área de gestão de pessoas: Recrutamento e Seleção; Cargos e Salários; Treinamento e Desenvolvimento (T&D); Plano de Carreira; Avaliação de Desempenho; Benefícios Sociais; Saúde e Segurança no Trabalho. Perspectivas e tendências da gestão de pessoas.	GESTÃO DE PESSOAS	4	ARAÚJO, Luís César G. Gestão de pessoas: estratégias e integração organizacional. S.P.: Atlas, 2008. - AS PESSOAS NA ORGANIZAÇÃO. São Paulo: Editora Gente, 2002. Vários autores. - CHIA VENA TO, Idalberto. Gestão de Pessoas - o novo papel de Recursos Humanos nas organizações. 2.ed. R.J..: Ed. Campus, 2005.	DESSLER, Gary. Administração de recursos humanos. 2.ed. S.P.: Prentice Hall, 2003. - LACOMBE, Francisco. Recursos Humanos: princípios e tendências. S.P.: Saraiva, 2005. - RIBEIRO, Antonio de Lima. Gestão de pessoas. S.P.: Saraiva, 2006. - VERGARA, Sylvia Constant. Gestão de pessoas. S.P.: Atlas, 2000.	A DEFINIR
